"series","timestamp","value","label"
"pressure","2022-06-16T04:06:31Z",1010.28546,""
"pressure","2022-06-16T04:26:31Z",1010.16314,""
"pressure","2022-06-16T04:46:31Z",1011.27826,""
"pressure","2022-06-16T05:06:31Z",1011.02749,""
"pressure","2022-06-16T05:26:31Z",1010.38838,""
"pressure","2022-06-16T05:46:31Z",1010.07786,""
"pressure","2022-06-16T06:06:31Z",1009.13241,""
"pressure","2022-06-16T06:26:31Z",1009.98955,""
"pressure","2022-06-16T06:46:31Z",1010.7319,""
"pressure","2022-06-16T07:06:31Z",1011.33066,""
"pressure","2022-06-16T07:26:31Z",1011.37679,""
"pressure","2022-06-16T07:46:31Z",1011.34285,""
"pressure","2022-06-16T08:06:31Z",1011.24877,""
"pressure","2022-06-16T08:26:31Z",1011.27286,""
"pressure","2022-06-16T08:46:31Z",1011.27852,""
"pressure","2022-06-16T09:06:31Z",1011.17522,""
"pressure","2022-06-16T09:26:31Z",1011.0782,""
"pressure","2022-06-16T09:46:31Z",1011.21482,""
"pressure","2022-06-16T10:06:31Z",1011.07045,""
"pressure","2022-06-16T10:26:31Z",1011.13981,""
"pressure","2022-06-16T10:46:31Z",1011.27286,""
"pressure","2022-06-16T11:06:31Z",1011.09455,""
"pressure","2022-06-16T11:26:31Z",1010.88856,""
"pressure","2022-06-16T11:46:31Z",1010.78168,""
"pressure","2022-06-16T12:06:31Z",1010.62446,""
"pressure","2022-06-16T12:26:31Z",1010.07861,""
"pressure","2022-06-16T12:46:31Z",1010.09815,""
"pressure","2022-06-16T13:06:31Z",1008.59785,""
"pressure","2022-06-16T13:26:31Z",1008.97125,""
"pressure","2022-06-16T13:46:31Z",1010.37149,""
"pressure","2022-06-16T14:06:31Z",1009.67054,""
"pressure","2022-06-16T14:26:31Z",1008.93772,""
"pressure","2022-06-16T14:46:31Z",1010.946,""
"pressure","2022-06-16T15:06:31Z",1009.3394,""
"pressure","2022-06-16T15:26:31Z",1008.09425,""
"pressure","2022-06-16T15:46:31Z",1009.84057,""
"pressure","2022-06-16T16:06:31Z",1009.36703,""
"pressure","2022-06-16T16:26:31Z",1008.21262,""
"pressure","2022-06-16T16:46:31Z",1008.58251,""
"pressure","2022-06-16T17:06:31Z",1009.60288,""
"pressure","2022-06-16T17:26:31Z",1008.85823,""
"pressure","2022-06-16T17:46:31Z",1009.29758,""
"pressure","2022-06-16T18:06:31Z",1007.32758,""
"pressure","2022-06-16T18:26:31Z",1007.86132,""
"pressure","2022-06-16T18:46:31Z",1008.29728,""
"pressure","2022-06-16T19:06:31Z",1007.912,""
"pressure","2022-06-16T19:26:31Z",1007.525,""
"pressure","2022-06-16T19:46:31Z",1008.12439,""
"pressure","2022-06-16T20:06:31Z",1007.07569,""
"pressure","2022-06-16T20:26:31Z",1007.13954,""
"pressure","2022-06-16T20:46:31Z",1006.45863,""
"pressure","2022-06-16T21:06:31Z",1006.50594,""
"pressure","2022-06-16T21:26:31Z",1006.44394,""
"pressure","2022-06-16T21:46:31Z",1007.13962,""
"pressure","2022-06-16T22:06:31Z",1007.05314,""
"pressure","2022-06-16T22:26:31Z",1006.12966,""
"pressure","2022-06-16T22:46:31Z",1006.42863,""
"pressure","2022-06-16T23:06:31Z",1006.79746,""
"pressure","2022-06-16T23:26:31Z",1005.5218,""
"pressure","2022-06-16T23:46:31Z",1005.29216,""
"pressure","2022-06-17T00:06:31Z",1006.07712,""
"pressure","2022-06-17T00:26:31Z",1005.08145,""
"pressure","2022-06-17T00:46:31Z",1004.94535,""
"pressure","2022-06-17T01:06:31Z",1004.79125,""
"pressure","2022-06-17T01:26:31Z",1005.05507,""
"pressure","2022-06-17T01:46:31Z",1004.89711,""
"pressure","2022-06-17T02:06:31Z",1004.48362,""
"pressure","2022-06-17T02:26:31Z",1005.3339,""
"pressure","2022-06-17T02:46:31Z",1003.94041,""
"pressure","2022-06-17T03:06:31Z",1002.96674,""
"pressure","2022-06-17T03:26:31Z",1005.53916,""
"pressure","2022-06-17T03:46:31Z",1005.83848,""
"pressure","2022-06-17T04:06:31Z",1005.42885,""
"pressure","2022-06-17T04:26:31Z",1002.58722,""
"pressure","2022-06-17T04:46:31Z",1004.52314,""
"pressure","2022-06-17T05:06:31Z",1005.04643,""
"pressure","2022-06-17T05:26:31Z",1005.69001,""
"pressure","2022-06-17T05:46:31Z",1003.69459,""
"pressure","2022-06-17T06:06:31Z",1003.53055,""
"pressure","2022-06-17T06:26:31Z",1004.07885,""
"pressure","2022-06-17T06:46:31Z",1004.20163,""
"pressure","2022-06-17T07:06:31Z",1005.68452,""
"pressure","2022-06-17T07:26:31Z",1005.75213,""
"pressure","2022-06-17T07:46:31Z",1005.81804,""
"pressure","2022-06-17T08:06:31Z",1005.10905,""
"pressure","2022-06-17T08:26:31Z",1005.27823,""
"pressure","2022-06-17T08:46:31Z",1005.32348,""
"pressure","2022-06-17T09:06:31Z",1005.28222,""
"pressure","2022-06-17T09:26:31Z",1005.21627,""
"pressure","2022-06-17T09:46:31Z",1005.25952,""
"pressure","2022-06-17T10:06:31Z",1005.32546,""
"pressure","2022-06-17T10:26:31Z",1005.36688,""
"pressure","2022-06-17T10:46:31Z",1005.36125,""
"pressure","2022-06-17T11:06:31Z",1005.37815,""
"pressure","2022-06-17T11:26:31Z",1005.40449,""
"pressure","2022-06-17T11:46:31Z",1005.34419,""
"pressure","2022-06-17T12:06:31Z",1005.27659,""
"pressure","2022-06-17T12:26:31Z",1003.96523,""
"pressure","2022-06-17T12:46:31Z",1004.47719,""
"pressure","2022-06-17T13:06:31Z",1002.8559,""
"pressure","2022-06-17T13:26:31Z",1003.65148,""
"pressure","2022-06-17T13:46:31Z",1003.45171,""
"pressure","2022-06-17T14:06:31Z",1003.1952,""
"pressure","2022-06-17T14:26:31Z",1003.09478,""
"pressure","2022-06-17T14:46:31Z",1003.20774,""
"pressure","2022-06-17T15:06:31Z",1003.08697,""
"pressure","2022-06-17T15:26:31Z",1004.58775,""
"pressure","2022-06-17T15:46:31Z",1004.79098,""
"pressure","2022-06-17T16:06:31Z",1003.32024,""
"pressure","2022-06-17T16:26:31Z",1004.12635,""
"pressure","2022-06-17T16:46:31Z",1005.30276,""
"pressure","2022-06-17T17:06:31Z",1004.66657,""
"pressure","2022-06-17T17:26:31Z",1002.97413,""
"pressure","2022-06-17T17:46:31Z",1003.14506,""
"pressure","2022-06-17T18:06:31Z",1003.6604,""
"pressure","2022-06-17T18:26:31Z",1002.78858,""
"pressure","2022-06-17T18:46:31Z",1003.15005,""
"pressure","2022-06-17T19:06:31Z",1003.57255,""
"pressure","2022-06-17T19:26:31Z",1001.99733,""
"pressure","2022-06-17T19:46:31Z",1002.52491,""
"pressure","2022-06-17T20:06:31Z",1001.9484,""
"pressure","2022-06-17T20:26:31Z",1003.2579,""
"pressure","2022-06-17T20:46:31Z",1002.64904,""
"pressure","2022-06-17T21:06:31Z",1003.66204,""
"pressure","2022-06-17T21:26:31Z",1002.18559,""
"pressure","2022-06-17T21:46:31Z",1001.87447,""
"pressure","2022-06-17T22:06:31Z",1002.07814,""
"pressure","2022-06-17T22:26:31Z",1001.58822,""
"pressure","2022-06-17T22:46:31Z",1002.42063,""
"pressure","2022-06-17T23:06:31Z",1002.6811,""
"pressure","2022-06-17T23:26:31Z",1000.41508,""
"pressure","2022-06-17T23:46:31Z",1000.6277,""
"pressure","2022-06-18T00:06:31Z",1001.03611,""
"pressure","2022-06-18T00:26:31Z",1001.54329,""
"pressure","2022-06-18T00:46:31Z",999.77324,""
"pressure","2022-06-18T01:06:31Z",1000.30192,""
"pressure","2022-06-18T01:26:31Z",1001.85996,""
"pressure","2022-06-18T01:46:31Z",1001.48067,""
